	PMID	PT	OT	MH	SI	TI	GR
577	32352535	Journal Article;Research Support, NonU.S. Gov't	O  NNLM;*ACE2;*Acute coronary syndrome;*COVID19;*Cardiac;*Endothelium;*Microvascular;*Myocardial infarction;*Myocarditis;*Vascular;*Virus	AngiotensinConverting Enzyme Inhibitors/*pharmacology;Betacoronavirus/*pathogenicity;COVID19;*Coronavirus Infections/diagnosis/drug therapy;Humans;*Myocarditis/diagnosis/drug therapy/virology;*Pandemics;*Pneumonia, Viral/diagnosis/drug therapy;ReninAngiotensin System/drug effects;Risk Assessment;SARSCoV2;DA 2020/08/18 06:00		COVID-19 and the cardiovascular system: implications for risk assessment, diagnosis, 	RG/14/2/30616/BHF_/British Heart Foundation/United Kingdom;MC_UU_12014/1/MRC_/Medical Research Council/United Kingdom;MC_UU_12014/6/MRC_/Medical Research Council/United Kingdom;K08 HL121671/HL/NHLBI NIH HHS/United States;MC_UU_12014/7/MRC_/Medical Research Council/United Kingdom;DP2 HL137166/HL/NHLBI NIH HHS/United States;MC_PC_19026/MRC_/Medical Research Council/United Kingdom
578	32278065	Journal Article;Systematic Review	O  NNLM;*ACE2;*AngiotensinConverting Enzyme 2;*COVID19;*Diarrhea;*Epidemiology;*SARSCoV2;*TMPRSS2	AngiotensinConverting Enzyme 2;Betacoronavirus/*isolation & purification;COVID19;Child;Coronavirus Infections/*complications;Diarrhea/*epidemiology/pathology/*physiopathology/therapy;*Disease Management;Disease Transmission, Infectious/prevention & control;Feces/*virology;Humans;Incidence;Infection Control/methods;Pandemics;PeptidylDipeptidase A/metabolism;Pneumonia, Viral/*complications;SARSCoV2;Serine Endopeptidases/metabolism;Spike Glycoprotein, Coronavirus/metabolism;Virus Attachment;Virus Internalization;DA 2020/07/01 06:00		Diarrhea During COVID-19 Infection: Pathogenesis, Epidemiology, Prevention, and 	
579	32861340	Journal Article		AngiotensinConverting Enzyme 2;Betacoronavirus;COVID19;Coronavirus Infections/*epidemiology;Female;Gene Expression;Gene Frequency;Humans;Lung;Male;Pandemics;PeptidylDipeptidase A/genetics;Pneumonia, Viral/*epidemiology;SARSCoV2;Serine Endopeptidases/*genetics;*Sex Factors;DA 2020/09/04 06:00		Targeting TMPRSS2 in SARS-CoV-2 Infection.	
580	33317461	Journal Article;Randomized Controlled Trial	O  NNLM;Arbidol;COVID19;Corona virus;Efficacy	Adult;Aged;Antiviral Agents/*therapeutic use;COVID19/*drug therapy;Drug Combinations;Female;Humans;Hydroxychloroquine/therapeutic use;Indoles/*therapeutic use;Lopinavir/therapeutic use;Male;Middle Aged;Pandemics;Ritonavir/therapeutic use;SARSCoV2;DA 2020/12/19 06:00		Effect of Arbidol (Umifenovir) on COVID-19: a randomized controlled trial.	17640/Iran University of Medical Sciences/
581	33247380	Journal Article	O  NNLM;Antioxidants;COVID 19;Chloroquine;Treatment;Zinc	DA 2020/11/29 06:00	ClinicalTrials.gov/NCT04447534	Do Zinc Supplements Enhance the Clinical Efficacy of Hydroxychloroquine?: a 	
582	33227700	Journal Article;Review	O  NNLM;Chloroquine;Heparin;Noscapine;Remedesivir;Severe acute respiratory syndrome (SARSCoV2);Vitamin C	Antiviral Agents/*therapeutic use;COVID19/*drug therapy/transmission;Chloroquine/pharmacology;*Drug Repositioning;Humans;Hydroxychloroquine/pharmacology;Immunotherapy;SARSCoV2/drug effects;DA 2020/12/31 06:00		Decoding the silent walk of COVID-19: Halting its spread using old bullets.	
583	32987757	Journal Article;Review	O  NNLM;COVID19;drugs;hemostasis;immunity;immunomodulators;peptides	Acute Disease;AntiInflammatory Agents/chemical synthesis/*therapeutic use;Antiviral Agents/chemical synthesis/*therapeutic use;Betacoronavirus/drug effects/growth & development;COVID19;Coronavirus Infections/complications/diagnosis/*drug therapy/virology;Cytokine Release Syndrome/complications/diagnosis/drug therapy/virology;Disseminated Intravascular Coagulation/complications/diagnosis/drug therapy/virology;HostPathogen Interactions/drug effects;Humans;Immunologic Factors/chemical synthesis/*therapeutic use;Lung/blood supply/drug effects/pathology/virology;Pandemics;Peptides/chemical synthesis/*therapeutic use;Pneumonia, Viral/complications/diagnosis/*drug therapy/virology;Respiratory Insufficiency/complications/diagnosis/prevention & control/virology;Respiratory System Agents/chemical synthesis/*therapeutic use;SARSCoV2;StructureActivity Relationship;DA 2020/10/08 06:00		Peptides: Prospects for Use in the Treatment of COVID-19.	
584	32750438	Journal Article;MetaAnalysis;Systematic Review	O  NNLM;COVID19;Coronavirus;Immune system;Immunotherapy;SARSCOV2	Antibodies, Monoclonal/therapeutic use;Betacoronavirus/*immunology;COVID19;Coronavirus Infections/immunology/*therapy;Humans;Immunization, Passive/methods;Immunoglobulins, Intravenous/therapeutic use;Immunotherapy/*methods;Interferons/therapeutic use;Mesenchymal Stem Cell Transplantation;Pandemics;Pneumonia, Viral/immunology/*therapy;SARSCoV2;Treatment Outcome;DA 2020/09/30 06:00		The immune system as a target for therapy of SARS-CoV-2: A systematic review of the 	
585	33053024	Clinical Trial Protocol;Journal Article;Multicenter Study;Randomized Controlled Trial		Adult;COVID19;Coronavirus Infections/*drug therapy/physiopathology;Dexamethasone/*administration & dosage;Glucocorticoids/*administration & dosage;Humans;Intensive Care Units;Organ Dysfunction Scores;Pandemics;Pneumonia, Viral/*drug therapy/physiopathology;Prospective Studies;Respiration, Artificial;Respiratory Distress Syndrome/*drug therapy/virology;Time Factors;DA 2020/10/27 06:00		COVID-19-associated ARDS treated with DEXamethasone (CoDEX): study design and 	
586	33329000	Journal Article	O  NNLM;COVID19;SARSCoV2;inflammation;interferonβ1b;nebulization	DA 2020/12/18 06:01		Rationale for COVID-19 Treatment by Nebulized Interferon-β-1b-Literature Review and 	
587	33041814	Journal Article;Review	O  NNLM;COVID19 proposed therapy;Severe Acute Respiratory Syndrome Coronavirus 2 (SARSCoV2);convalescent plasma;pandemic;therapeutic challenges	DA 2020/10/13 06:01		Potential Therapeutic Options for COVID-19: Current Status, Challenges, and Future 	
588	32801840	Journal Article;Review	O  NNLM;COVID19;SARSCoV2;coronavirus;treatment;vaccine	DA 2020/08/18 06:01		A Review on Currently Available Potential Therapeutic Options for COVID-19.	
589	32979572	Journal Article;Multicenter Study	O  NNLM;Creactive protein;COVID19;Mortality;SARSCoV2;Tocilizumab	Aged;Aged, 80 and over;Antibodies, Monoclonal, Humanized/*therapeutic use;CReactive Protein/metabolism;COVID19/*drug therapy/mortality/pathology;Cohort Studies;Female;Hospital Mortality;Hospitalization/*statistics & numerical data;Humans;Intensive Care Units/statistics & numerical data;Male;Middle Aged;SARSCoV2;Spain/epidemiology;Treatment Outcome;DA 2021/02/26 06:00		Effects of tocilizumab on mortality in hospitalized patients with COVID-19: a 	
590	32997657	Journal Article		Aged;Aged, 80 and over;Betacoronavirus;COVID19;Cohort Studies;Comorbidity;Connecticut;Coronavirus Infections/*epidemiology/*mortality;Delivery of Health Care, Integrated;Female;Heart Failure/*epidemiology/mortality;Hospitalization/statistics & numerical data;Humans;Male;Middle Aged;Pandemics;Pneumonia, Viral/*epidemiology/*mortality;*Registries;Retrospective Studies;SARSCoV2;DA 2020/10/08 06:00		COVID-19 infections and outcomes in a live registry of heart failure patients across 	
591	33364961	Journal Article;Review	O  NNLM;PB28;SARSCoV2;sigma1 receptor;sigma2 receptor;structureaffinity relationships	DA 2020/12/29 06:01		PB28, the Sigma-1 and Sigma-2 Receptors Modulator With Potent Anti-SARS-CoV-2 	
592	32611687	Journal Article;Review	O  NNLM;*Tlymphocytes;*immune evation;*review;*tumor escape;*vaccination	Betacoronavirus;COVID19;Coronavirus Infections/complications/drug therapy/immunology/therapy;Hepatitis B/complications/drug therapy/immunology/therapy;Hepatitis C/complications/drug therapy/immunology/therapy;Humans;Immunosuppressive Agents/*therapeutic use;Influenza, Human/complications/drug therapy/immunology/therapy;Neoplasms/*complications;Pandemics;Pneumonia, Viral/complications/drug therapy/immunology/therapy;SARSCoV2;Virus Diseases/complications/drug therapy/immunology/*therapy;DA 2020/07/21 06:00		On the use of immune checkpoint inhibitors in patients with viral infections 	
593	32792167	Journal Article;Review	O  NNLM;*COVID19;*Clinical trials;*Corona pandemic;*Therapeutic;*Vaccination	COVID19/*drug therapy/virology;*Clinical Trials as Topic;Europe;Humans;SARSCoV2/*drug effects/pathogenicity;World Health Organization;DA 2020/12/30 06:00		Current updates on the European and WHO registered clinical trials of coronavirus 	
594	32409782	Journal Article		*Betacoronavirus;COVID19;Coronavirus Infections/drug therapy/*immunology;Glomerulonephritis/*drug therapy/immunology;Humans;Immunosuppressive Agents/*therapeutic use;*Kidney Transplantation;Pandemics;Pneumonia, Viral/drug therapy/*immunology;SARSCoV2;DA 2020/07/01 06:00		COVID-19: implications for immunosuppression in kidney disease and transplantation.	
595	33373681	Journal Article;Review		COVID19/*complications/*physiopathology;*Cellular Senescence;Humans;Iron/metabolism/physiology;Iron Metabolism Disorders/*etiology/*physiopathology;Neurodegenerative Diseases/*etiology/*physiopathology;DA 2021/06/04 06:00		COVID-19, ferrosenescence and neurodegeneration, a mini-review.	
596	32533443	Journal Article	O  NNLM;ARDS;COVID19;Chronic lung disease;Community acquired pneumonia;SARSCoV‑2	Adolescent;Adult;Austria;Betacoronavirus;COVID19;Child;Chronic Disease;*Coronavirus;*Coronavirus Infections/complications/diagnosis/therapy;Humans;Lung Diseases/*complications/therapy;*Pandemics;*Pneumonia, Viral/complications/diagnosis/therapy;Practice Guidelines as Topic;*Pulmonary Medicine;SARSCoV2;DA 2020/07/29 06:00		Management of patients with SARS-CoV-2 infections and of patients with chronic lung 	
597	32309679	Journal Article;Review	O  NNLM;ACE, angiotensinconverting enzyme;ACE2;AT1R, angiotensin II type 1 receptor;CI, confidence interval;COVID19;COVID19, coronavirus disease2019;CoV, coronavirus;FDA, Food and Drug Administration;IFN, interferon;IL, interleukin;IQR, interquartile range;MERS, Middle East respiratory syndrome;RAS, reninangiotensin system;RNA, ribonucleic acid;SARSCoV2;SARSCoV2, severe acute respiratory syndromecoronavirus2;TMPRSS2, transmembrane protease serine 2;clinical trials;renin angiotensin system;sACE2, soluble angiotensinconverting enzyme 2	DA 2020/04/21 06:01		COVID-19 Clinical Trials: A Primer for the Cardiovascular and Cardio-Oncology 	R01 HL107594/HL/NHLBI NIH HHS/United States;R21 HL141802/HL/NHLBI NIH HHS/United States;U10 HL110309/HL/NHLBI NIH HHS/United States;R01 HL118018/HL/NHLBI NIH HHS/United States;R34 HL146927/HL/NHLBI NIH HHS/United States
598	32360423	Letter		COVID19/*epidemiology/prevention & control;Chloroquine/therapeutic use;Drug Resistance;Humans;Hydroxychloroquine/therapeutic use;Malaria/drug therapy/*prevention & control;PreExposure Prophylaxis;*SARSCoV2;DA 2021/01/06 06:00		Malaria prophylaxis approach during COVID-19 pandemic.	
599	32800760	Consensus Development Conference;Journal Article;Practice Guideline;Review	O  NNLM;Immunomodulation;Immunosuppression;Inmunomodulación;Inmunosupresión;SARSCoV2/COVID19;Tratamiento;Treatment	Adult;AntiInflammatory Agents, NonSteroidal/adverse effects/therapeutic use;Antibodies, Monoclonal/adverse effects/therapeutic use;Antimalarials/adverse effects/therapeutic use;Antirheumatic Agents/adverse effects/*therapeutic use;*Betacoronavirus;Biological Products/adverse effects/therapeutic use;COVID19;Clinical Trials as Topic;Colombia;Coronavirus Infections/*complications/drug therapy;Delphi Technique;Drug Interactions;Drug Repositioning;Glucocorticoids/adverse effects/therapeutic use;Humans;Immunoglobulins, Intravenous/therapeutic use;Immunologic Factors/adverse effects/therapeutic use;Immunosuppressive Agents/adverse effects/therapeutic use;Multicenter Studies as Topic;*Pandemics;Pneumonia, Viral/*complications/drug therapy;Rheumatic Diseases/*complications/drug therapy;SARSCoV2;DA 2020/11/11 06:00		Recommendations on the management of adult patients with rheumatic diseases in the 	
600	32276453	Journal Article;Research Support, NonU.S. Gov't;Review	O  NNLM;*SASP inhibitors;*cellular senescence;*extracellular vesicles;*inflammation;*mitochondria;*senolytics;*senoptotics;*viral infection	Aging/*immunology;AntiInfective Agents/standards/therapeutic use;Azithromycin/therapeutic use;COVID19;Cellular Senescence/immunology;Coronavirus Infections/*drug therapy/*immunology;Global Health/*trends;Humans;Interleukin6/immunology;Pandemics;Pneumonia, Viral/*drug therapy/*immunology;Pyrazoles/therapeutic use;DA 2020/04/16 06:00		Exploring the Relevance of Senotherapeutics for the Current SARS-CoV-2 Emergency and 	Ricerca Corrente/Ministero della Salute/International
601	32882216	Journal Article;Review	O  NNLM;Adjuvant therapy;COVID19;Coronavirus;Supplements;Vitamins	Animals;Antioxidants/therapeutic use;COVID19;Coronavirus Infections/prevention & control/*therapy;*Dietary Supplements;Humans;Pandemics/prevention & control;Pneumonia, Viral/prevention & control/*therapy;Vitamins/therapeutic use;DA 2020/11/06 06:00		The prophylaxis and treatment potential of supplements for COVID-19.	
602	32913297	Journal Article;Review		DA 2020/09/12 06:00		Prospects for SARS-CoV-2 diagnostics, therapeutics and vaccines in Africa.	WT_/Wellcome Trust/United Kingdom
603	32760407	Journal Article;Review	O  NNLM;*COVID19;*SARSCoV2;*intravenous immunoglobulin;*mechanism of action;*therapeutic inference;*viral pneumonia	Adult;Animals;Antibodies, Neutralizing/administration & dosage/*therapeutic use;AntibodyDependent Enhancement;Betacoronavirus/*immunology;COVID19;Child;Coronavirus Infections/*drug therapy/*immunology/virology;Cytokines/metabolism;Humans;Immunoglobulin Fab Fragments/metabolism;Immunoglobulin Fc Fragments/metabolism;Immunoglobulin G/administration & dosage/*therapeutic use;Immunoglobulins, Intravenous/administration & dosage/*therapeutic use;Immunologic Factors/administration & dosage/*therapeutic use;Pandemics;Pneumonia, Viral/*drug therapy/*immunology/virology;SARSCoV2;DA 2020/08/22 06:00		High-Dose Intravenous Immunoglobulins in the Treatment of Severe Acute Viral 	
604	33105142	Clinical Trial;Journal Article;Multicenter Study	O  NNLM;*COVID19;*Elderly;*Immunomodulatory drugs;*Itolizumab;*SARSCoV2	Aged;Aged, 80 and over;Antibodies, Monoclonal/*therapeutic use;Antibodies, Monoclonal, Humanized/*therapeutic use;COVID19/*drug therapy;Cuba;Female;Humans;Male;Middle Aged;SARSCoV2/drug effects;DA 2020/12/29 06:00		Use of a Humanized Anti-CD6 Monoclonal Antibody (Itolizumab) in Elderly Patients 	
605	32880078	Journal Article;Review	O  NNLM;COVID19;Computational;Coronavirus;Drug;SARSCoV2;Vaccine	Animals;Antiviral Agents/*therapeutic use;COVID19/*drug therapy/virology;Computational Biology/methods;Drug Discovery/methods;Drug Repositioning/methods;Humans;Pandemics/prevention & control;SARSCoV2/*drug effects;DA 2021/02/18 06:00		Therapeutics for COVID-19: from computation to practices-where we are, where we are 	
606	32698249	Journal Article;Research Support, NonU.S. Gov't;Review	O  NNLM;*ACE;*ACE2;*androgens;*cardiovascular comorbidities;*coronavirus;*oestrogens	COVID19/genetics/*mortality;Cardiovascular Diseases/complications/epidemiology;Comorbidity;Female;Humans;Male;Pandemics;PeptidylDipeptidase A/genetics;Sex Characteristics;Sex Factors;DA 2020/12/18 06:00		Sex-related differences in COVID-19 lethality.	SIC/MSD/International;PENC_FFABR_17_01/MIUR/International;PAGP_FFABR_17_01/MIUR/International;PAGP_RILO_16_01/University of Torino/International
607	33188624	Journal Article	O  NNLM;*COVID19;*cytokine storm;*intensive care unit;*interleukin6;*tocilizumab	Aged;Aged, 80 and over;Antibodies, Monoclonal, Humanized/administration & dosage/adverse ;COVID19/diagnosis/*drug therapy/*virology;Combined Modality Therapy;Disease Progression;Female;Humans;KaplanMeier Estimate;Male;Middle Aged;Propensity Score;Receptors, Interleukin6/antagonists & inhibitors;SARSCoV2/*drug effects;Severity of Illness Index;Treatment Outcome;DA 2021/02/12 06:00		Tocilizumab for Severe Worsening COVID-19 Pneumonia: a Propensity Score Analysis.	
608	32995820	Preprint		DA 2020/10/01 06:01		Hydroxychloroquine as pre-exposure prophylaxis for COVID-19 in healthcare workers: a 	R01 NS110519/NS/NINDS NIH HHS/United States;UL1 TR002494/TR/NCATS NIH HHS/United States;K23 AI138851/AI/NIAID NIH HHS/United States;F30 CA236157/CA/NCI NIH HHS/United States;T32 GM007347/GM/NIGMS NIH HHS/United States;T32 AI055433/AI/NIAID NIH HHS/United States;D43 TW009345/TW/FIC NIH HHS/United States;K23 MH121220/MH/NIMH NIH HHS/United States;K08 AI134262/AI/NIAID NIH HHS/United States
609	33017904	Letter		Administration, Inhalation;Adolescent;Adult;Aged;Asthma/drug therapy;Betacoronavirus;COVID19;Clinical Trials, Phase I as Topic;Clinical Trials, Phase II as Topic;Coronavirus Infections/*drug therapy;Female;Humans;Hydroxychloroquine/*administration & dosage;Lung/*drug effects;Male;Middle Aged;Pandemics;Patient Safety;Pneumonia, Viral/*drug therapy;SARSCoV2;Treatment Outcome;Young Adult;DA 2020/10/21 06:00		Inhaled hydroxychloroquine to improve efficacy and reduce harm in the treatment of 	
610	32789802	Historical Article;Journal Article;Review	O  NNLM;*1918 Influenza Pandemic;*Antiviral Drugs;*COVID19;*Coronavirus;*Pandemics;*SARS Virus;*Stem Cells;*Vaccines	COVID19/pathology/prevention & control/*therapy/virology;*Cell and TissueBased Therapy;History, 20th Century;Humans;Immunization, Passive;Influenza Pandemic, 19181919/history;Pandemics/history;Regenerative Medicine/history;SARSCoV2/pathogenicity;DA 2021/03/03 06:00		Fighting the War Against COVID-19 via Cell-Based Regenerative Medicine: Lessons 	R01 NS090962/NS/NINDS NIH HHS/United States;R01 NS102395/NS/NINDS NIH HHS/United States;R21 NS109575/NS/NINDS NIH HHS/United States;R01NS090962, R01NS102395, and R21NS109575/National Institutes of Health (US)/
